year,seriousviolent,injury,treatment,vicservices,locationr
2012,2,0,0.0,2.0,3
2012,1,0,0.0,2.0,3
2012,3,0,0.0,2.0,3
2012,2,0,0.0,2.0,3
2012,2,0,0.0,2.0,3
2012,2,0,0.0,2.0,5
2012,2,1,1.0,2.0,1
2012,2,1,1.0,2.0,1
2012,2,0,0.0,2.0,1
2012,2,0,0.0,2.0,4
2012,2,0,0.0,2.0,4
2012,2,0,0.0,2.0,4
2012,2,0,0.0,2.0,2
2012,2,0,0.0,2.0,1
2012,1,0,0.0,2.0,1
2012,1,0,0.0,2.0,1
2012,2,0,0.0,2.0,3
2012,2,0,0.0,2.0,4
2012,2,1,2.0,2.0,2
2012,1,0,0.0,2.0,1
2012,2,0,0.0,2.0,3
2012,2,0,0.0,2.0,3
2012,2,0,0.0,2.0,1
2012,2,0,0.0,2.0,1
2012,2,0,0.0,2.0,2
2012,1,0,0.0,2.0,3
2012,2,0,0.0,2.0,2
2012,2,0,0.0,2.0,2
2012,2,0,0.0,2.0,1
2012,2,0,0.0,2.0,1
2012,2,0,0.0,2.0,4
2012,2,1,1.0,2.0,5
2012,1,1,2.0,1.0,3
2012,2,0,0.0,2.0,3
2012,2,0,0.0,2.0,3
2012,2,0,0.0,2.0,1
2012,2,1,2.0,2.0,3
2012,1,0,0.0,2.0,1
2012,2,0,0.0,2.0,1
2012,1,1,2.0,1.0,2
2012,2,0,0.0,2.0,1
2012,2,0,0.0,2.0,3
2012,1,0,0.0,2.0,1
2012,1,0,0.0,2.0,1
2012,2,0,0.0,2.0,3
2012,2,0,0.0,2.0,4
2012,3,0,0.0,2.0,3
2012,2,0,0.0,2.0,3
2012,3,0,0.0,2.0,3
2012,1,0,0.0,2.0,3
2012,1,0,0.0,2.0,3
2012,2,0,0.0,2.0,1
2012,1,1,2.0,2.0,3
2012,1,0,0.0,2.0,2
2012,2,1,1.0,2.0,1
2012,1,1,1.0,2.0,3
2012,1,0,0.0,1.0,2
2012,1,1,1.0,2.0,1
2012,1,0,0.0,2.0,3
2012,1,1,2.0,2.0,3
2012,2,1,1.0,1.0,1
2012,2,1,1.0,2.0,1
2012,2,0,0.0,2.0,3
2012,1,0,0.0,2.0,2
2012,2,0,0.0,2.0,1
2012,3,0,0.0,2.0,3
2012,2,0,0.0,2.0,1
2012,2,0,0.0,2.0,1
2012,2,0,0.0,2.0,1
2012,2,0,0.0,2.0,1
2012,2,0,0.0,2.0,3
2012,2,0,0.0,,5
2012,2,0,0.0,2.0,5
2012,2,1,2.0,2.0,2
2012,2,0,0.0,2.0,3
2012,2,0,0.0,2.0,1
2012,2,0,0.0,2.0,1
2012,2,0,0.0,2.0,1
2012,2,0,0.0,2.0,3
2012,2,0,0.0,2.0,3
2012,2,0,0.0,1.0,1
2012,1,1,2.0,2.0,3
2012,1,0,0.0,2.0,3
2012,2,0,0.0,2.0,1
2012,2,0,0.0,2.0,3
2012,2,1,1.0,2.0,3
2012,2,0,0.0,,1
2012,2,0,0.0,2.0,3
2012,2,0,0.0,2.0,3
2012,1,1,2.0,2.0,3
2012,2,0,0.0,2.0,5
2012,2,1,2.0,2.0,1
2012,3,0,0.0,2.0,4
2012,2,1,1.0,1.0,1
2012,2,1,1.0,2.0,1
2012,2,0,0.0,2.0,3
2012,1,0,0.0,2.0,3
2012,2,0,0.0,2.0,1
2012,2,0,0.0,2.0,1
2012,2,0,0.0,2.0,1
2012,3,0,0.0,2.0,3
2012,2,0,0.0,2.0,4
2012,2,0,0.0,2.0,4
2012,2,0,0.0,2.0,1
2012,2,1,1.0,2.0,1
2012,1,0,0.0,2.0,4
2012,2,0,0.0,2.0,3
2012,2,0,0.0,2.0,2
2012,2,0,0.0,2.0,4
2012,1,1,2.0,2.0,1
2012,1,0,0.0,2.0,1
2012,1,0,0.0,2.0,2
2012,2,0,0.0,2.0,3
2012,2,1,1.0,2.0,2
2012,1,1,2.0,2.0,1
2012,2,0,0.0,2.0,3
2012,2,1,1.0,2.0,1
2012,2,0,0.0,2.0,3
2012,2,1,1.0,2.0,1
2012,1,1,2.0,2.0,3
2012,2,0,0.0,2.0,3
2012,2,1,2.0,2.0,3
2012,1,0,0.0,2.0,2
2012,2,1,2.0,2.0,2
2012,2,0,0.0,2.0,3
2012,2,0,0.0,2.0,1
2012,1,0,0.0,2.0,3
2012,3,0,0.0,2.0,3
2012,2,0,0.0,2.0,4
2012,2,0,0.0,2.0,4
2012,2,0,0.0,2.0,4
2012,2,0,0.0,2.0,4
2012,2,0,0.0,2.0,4
2012,2,0,0.0,2.0,3
2012,1,0,0.0,1.0,1
2012,1,0,0.0,2.0,3
2012,2,0,0.0,2.0,1
2012,3,0,0.0,2.0,3
2012,2,0,0.0,2.0,4
2012,2,0,0.0,2.0,2
2012,2,1,2.0,2.0,1
2012,2,0,0.0,2.0,1
2012,2,1,1.0,2.0,3
2012,2,0,0.0,2.0,1
2012,1,1,1.0,2.0,3
2012,1,1,1.0,2.0,3
2012,2,0,0.0,2.0,5
2012,2,0,0.0,2.0,1
2012,2,0,0.0,2.0,1
2012,2,0,0.0,2.0,5
2012,2,0,0.0,2.0,1
2012,2,0,0.0,2.0,3
2012,1,0,0.0,2.0,3
2012,1,0,0.0,2.0,1
2012,1,0,0.0,2.0,3
2012,1,0,0.0,2.0,3
2012,1,0,0.0,2.0,2
2012,2,0,0.0,2.0,3
2012,1,1,2.0,1.0,1
2012,1,0,0.0,2.0,3
2012,1,0,0.0,2.0,2
2012,2,0,0.0,2.0,3
2012,2,0,0.0,2.0,3
2012,2,0,0.0,2.0,3
2012,2,0,0.0,2.0,3
2012,2,0,0.0,2.0,1
2012,2,0,0.0,2.0,1
2012,2,0,0.0,2.0,5
2012,2,0,0.0,2.0,3
2012,2,0,0.0,2.0,3
2012,2,0,0.0,2.0,3
2012,2,0,0.0,2.0,5
2012,1,0,0.0,2.0,3
2012,2,0,0.0,2.0,1
2012,2,0,0.0,2.0,5
2012,2,1,1.0,2.0,1
2012,2,0,0.0,2.0,5
2012,2,0,0.0,2.0,3
2012,1,0,0.0,2.0,1
2012,2,0,0.0,2.0,1
2012,2,0,0.0,2.0,3
2012,2,1,1.0,1.0,2
2012,2,0,0.0,2.0,1
2012,2,0,0.0,2.0,1
2012,1,1,2.0,2.0,2
2012,2,0,0.0,2.0,1
2012,2,1,2.0,2.0,2
2012,2,0,0.0,2.0,2
2012,2,1,2.0,2.0,2
2012,2,0,0.0,2.0,3
2012,2,1,1.0,2.0,1
2012,2,0,0.0,2.0,4
2012,1,0,0.0,2.0,3
2012,2,1,1.0,2.0,1
2012,2,0,0.0,2.0,1
2012,2,0,0.0,2.0,1
2012,1,0,0.0,2.0,1
2012,1,1,1.0,2.0,1
2012,2,0,0.0,2.0,4
2012,1,0,0.0,2.0,3
2012,3,0,0.0,2.0,3
2012,1,1,2.0,1.0,1
2012,1,0,0.0,2.0,3
2012,2,1,1.0,2.0,3
2012,1,0,0.0,2.0,2
2012,2,0,0.0,1.0,1
2012,2,1,1.0,2.0,2
2012,1,1,1.0,2.0,3
2012,2,1,1.0,2.0,2
2012,1,1,1.0,2.0,2
2012,2,0,0.0,2.0,4
2012,2,0,0.0,2.0,4
2012,2,0,0.0,2.0,3
2012,2,0,0.0,2.0,3
2012,2,0,0.0,2.0,3
2012,3,0,0.0,2.0,3
2012,2,0,0.0,2.0,3
2012,2,0,0.0,2.0,3
2012,2,0,0.0,2.0,3
2012,1,1,2.0,2.0,1
2012,2,0,0.0,2.0,1
2012,2,0,0.0,2.0,3
2012,1,0,0.0,2.0,1
2012,3,0,0.0,2.0,1
2012,2,0,0.0,2.0,3
2012,1,0,0.0,2.0,3
2012,2,0,0.0,2.0,3
2012,1,0,0.0,2.0,3
2012,2,0,0.0,2.0,5
2012,2,1,2.0,1.0,3
2012,2,0,0.0,2.0,1
2012,2,1,2.0,2.0,1
2012,2,0,0.0,2.0,2
2012,1,1,2.0,2.0,2
2012,1,1,1.0,2.0,1
2012,2,0,0.0,2.0,3
2012,1,0,0.0,2.0,1
2012,2,0,0.0,2.0,3
2012,1,1,1.0,2.0,4
2012,2,0,0.0,2.0,5
2012,2,0,0.0,2.0,3
2012,2,0,0.0,2.0,1
2012,1,0,0.0,2.0,1
2012,2,0,0.0,2.0,1
2012,1,0,0.0,2.0,3
2012,2,1,2.0,2.0,5
2012,2,0,0.0,2.0,3
2012,2,0,0.0,2.0,5
2012,2,1,1.0,2.0,3
2012,1,0,0.0,2.0,3
2012,1,0,0.0,2.0,1
2012,2,0,0.0,2.0,4
2012,2,0,0.0,2.0,3
2012,2,0,0.0,2.0,1
2012,2,0,0.0,2.0,5
2012,2,0,0.0,2.0,1
2012,2,0,0.0,2.0,1
2012,2,0,0.0,2.0,1
2012,1,0,0.0,2.0,1
2012,1,0,0.0,2.0,1
2012,2,0,0.0,2.0,2
2012,2,0,0.0,2.0,1
2012,2,0,0.0,2.0,4
2012,1,0,0.0,2.0,3
2012,1,0,0.0,2.0,3
2012,1,0,0.0,2.0,3
2012,1,0,0.0,1.0,5
2012,2,0,0.0,2.0,3
2012,2,1,1.0,2.0,1
2012,1,1,1.0,2.0,3
2012,2,1,1.0,2.0,1
2012,1,1,2.0,1.0,3
2012,2,0,0.0,2.0,3
2012,1,1,2.0,1.0,3
2012,2,0,0.0,2.0,1
2012,2,1,1.0,2.0,4
2012,2,0,0.0,2.0,3
2012,1,0,0.0,2.0,1
2012,3,0,0.0,1.0,3
2012,2,1,2.0,2.0,2
2012,2,1,1.0,2.0,1
2012,2,0,0.0,2.0,3
2012,2,0,0.0,2.0,3
2012,2,0,0.0,2.0,5
2012,1,0,0.0,2.0,1
2012,2,1,1.0,2.0,5
2012,2,0,0.0,2.0,1
2012,2,1,2.0,1.0,1
2012,1,0,0.0,2.0,1
2012,1,0,0.0,2.0,1
2012,1,1,2.0,2.0,1
2012,2,0,0.0,2.0,1
2012,2,0,0.0,2.0,3
2012,1,1,2.0,2.0,5
2012,2,0,0.0,2.0,3
2012,1,1,1.0,,1
2012,2,0,0.0,2.0,2
2012,2,1,1.0,1.0,2
2012,1,0,0.0,2.0,1
2012,2,0,0.0,2.0,4
2012,2,0,0.0,2.0,1
2012,2,1,1.0,2.0,3
2012,1,0,0.0,2.0,3
2012,2,1,2.0,2.0,5
2012,2,0,0.0,2.0,1
2012,2,1,1.0,2.0,1
2012,2,0,0.0,2.0,3
2012,2,0,0.0,,1
2012,2,0,0.0,2.0,3
2012,2,0,0.0,2.0,2
2012,2,0,0.0,1.0,1
2012,2,0,0.0,2.0,1
2012,2,0,0.0,2.0,1
2012,2,0,0.0,2.0,3
2012,1,0,0.0,2.0,3
2012,2,0,0.0,2.0,3
2012,1,0,0.0,2.0,3
2012,1,0,0.0,2.0,1
2012,2,1,1.0,2.0,1
2012,2,1,2.0,2.0,3
2012,2,0,0.0,2.0,5
2012,2,1,1.0,2.0,4
2012,1,0,0.0,2.0,1
2012,2,0,0.0,2.0,1
2012,2,0,0.0,2.0,3
2012,2,0,0.0,2.0,3
2012,2,0,0.0,2.0,1
2012,2,0,0.0,2.0,3
2012,2,0,0.0,2.0,3
2012,2,0,0.0,2.0,3
2012,2,0,0.0,2.0,3
2012,2,0,0.0,2.0,1
2012,1,1,2.0,2.0,1
2012,2,0,0.0,2.0,3
2012,1,0,0.0,2.0,1
2012,2,0,0.0,1.0,1
2012,2,0,0.0,2.0,1
2012,1,0,0.0,2.0,1
2012,1,1,2.0,2.0,1
2012,1,0,0.0,2.0,1
2012,2,1,2.0,2.0,4
2012,1,0,0.0,1.0,1
2012,2,0,0.0,2.0,1
2012,1,1,2.0,2.0,1
2012,1,1,2.0,2.0,1
2012,2,0,0.0,2.0,5
2012,2,1,2.0,2.0,5
2012,1,0,0.0,2.0,3
2012,1,1,2.0,2.0,3
2012,2,1,1.0,2.0,3
2012,2,1,2.0,2.0,3
2012,2,0,0.0,2.0,1
2012,1,0,0.0,2.0,1
2012,1,0,0.0,2.0,3
2012,2,0,0.0,2.0,4
2012,2,1,1.0,2.0,4
2012,2,1,1.0,2.0,4
2012,2,1,2.0,1.0,3
2012,1,0,0.0,2.0,1
2012,2,0,0.0,2.0,1
2012,1,0,0.0,2.0,2
2012,1,1,2.0,2.0,3
2012,2,0,0.0,2.0,2
2012,1,1,2.0,2.0,3
2012,1,1,1.0,2.0,3
2012,2,0,0.0,2.0,3
2012,1,0,0.0,2.0,1
2012,2,0,0.0,2.0,3
2012,2,1,1.0,2.0,1
2012,1,0,0.0,2.0,3
2012,2,1,2.0,2.0,3
2012,1,0,0.0,2.0,3
2012,1,0,0.0,2.0,3
2012,1,0,0.0,2.0,1
2012,2,0,0.0,2.0,3
2012,2,0,0.0,2.0,1
2012,2,0,0.0,2.0,1
2012,2,0,0.0,2.0,3
2012,2,0,0.0,2.0,1
2012,1,1,1.0,2.0,1
2012,1,1,1.0,2.0,1
2012,1,1,1.0,2.0,3
2012,1,1,1.0,2.0,3
2012,2,1,2.0,1.0,1
2012,2,0,0.0,2.0,2
2012,2,0,0.0,2.0,1
2012,2,0,0.0,2.0,1
2012,1,0,0.0,2.0,1
2012,2,0,0.0,2.0,1
2012,1,0,0.0,2.0,1
2012,1,0,0.0,2.0,2
2012,2,0,0.0,2.0,2
2012,2,0,0.0,2.0,2
2012,2,0,0.0,2.0,1
2012,3,0,0.0,2.0,3
2012,1,0,0.0,2.0,3
2012,2,0,0.0,2.0,1
2012,1,0,0.0,2.0,3
2012,1,0,0.0,2.0,4
2012,1,0,0.0,1.0,1
2012,1,0,0.0,2.0,3
2012,2,0,0.0,2.0,4
2012,2,0,0.0,2.0,1
2012,2,0,0.0,2.0,1
2012,2,0,0.0,2.0,1
2012,2,0,0.0,2.0,2
2012,1,0,0.0,2.0,3
2012,1,1,,,1
2012,2,0,0.0,2.0,3
2012,1,0,0.0,2.0,3
2012,1,0,0.0,2.0,3
2012,1,0,0.0,2.0,1
2012,2,0,0.0,2.0,1
2012,2,0,0.0,2.0,3
2012,2,0,0.0,2.0,1
2012,2,0,0.0,2.0,3
2012,2,0,0.0,2.0,1
2012,3,0,0.0,2.0,3
2012,2,0,0.0,2.0,5
2012,1,1,1.0,1.0,1
2012,2,0,0.0,2.0,1
2012,2,0,0.0,2.0,1
2012,2,0,0.0,2.0,3
2012,2,1,1.0,2.0,3
2012,1,1,1.0,2.0,3
2012,1,0,0.0,,5
2012,2,1,1.0,2.0,1
2012,2,0,0.0,2.0,1
2012,1,1,,2.0,3
2012,2,1,1.0,2.0,1
2012,2,1,2.0,1.0,5
2012,2,0,0.0,2.0,3
2012,1,0,0.0,2.0,1
2012,2,0,0.0,1.0,4
2012,1,0,0.0,2.0,3
2012,2,0,0.0,2.0,3
2012,2,0,0.0,2.0,1
2012,2,0,0.0,2.0,1
2012,2,0,0.0,2.0,3
2012,2,0,0.0,2.0,1
2012,2,0,0.0,2.0,5
2012,2,0,0.0,2.0,3
2012,1,0,0.0,1.0,5
2012,2,1,1.0,2.0,1
2012,2,0,0.0,2.0,3
2012,2,0,0.0,2.0,3
2012,2,0,0.0,2.0,5
2012,2,0,0.0,2.0,3
2012,2,0,0.0,2.0,1
2012,1,0,0.0,2.0,3
2012,1,0,0.0,2.0,3
2012,2,0,0.0,2.0,3
2012,1,0,0.0,2.0,1
2012,2,0,0.0,2.0,1
2012,2,1,1.0,2.0,1
2012,2,1,2.0,2.0,3
2012,2,0,0.0,,4
2012,2,0,0.0,2.0,1
2012,1,0,0.0,2.0,3
2012,2,0,0.0,2.0,3
2012,2,0,0.0,2.0,4
2012,2,0,0.0,2.0,3
2012,2,0,0.0,,1
2012,2,0,0.0,,1
2012,2,0,0.0,2.0,1
2012,2,0,0.0,2.0,1
2012,2,0,0.0,2.0,1
2012,2,1,2.0,2.0,4
2012,3,0,0.0,2.0,3
2012,2,1,1.0,2.0,1
2012,2,0,0.0,2.0,4
2012,1,0,0.0,2.0,1
2012,1,0,0.0,2.0,1
2012,2,0,0.0,2.0,3
2012,2,1,1.0,2.0,1
2012,2,0,0.0,2.0,5
2012,1,0,0.0,2.0,5
2012,2,0,0.0,2.0,5
2012,2,0,0.0,2.0,5
2012,2,0,0.0,2.0,3
2012,1,0,0.0,2.0,1
2012,3,0,0.0,2.0,3
2012,2,0,0.0,2.0,1
2012,2,0,0.0,2.0,4
2012,2,0,0.0,2.0,1
2012,2,0,0.0,2.0,3
2012,1,1,2.0,1.0,3
2012,2,0,0.0,2.0,5
2012,2,0,0.0,2.0,4
2012,1,0,0.0,2.0,1
2012,2,0,0.0,2.0,1
2012,2,1,1.0,2.0,1
2012,2,0,0.0,2.0,1
2012,1,0,0.0,2.0,1
2012,2,0,0.0,2.0,3
2012,2,0,0.0,2.0,3
2012,1,1,1.0,1.0,1
2012,2,1,1.0,1.0,1
2012,2,0,0.0,1.0,4
2012,1,0,0.0,2.0,3
2012,2,0,0.0,2.0,4
2012,2,0,0.0,2.0,4
2012,2,0,0.0,2.0,5
2012,2,0,0.0,2.0,3
2012,2,0,0.0,2.0,3
2012,1,0,0.0,2.0,1
2012,1,1,2.0,2.0,1
2012,1,0,0.0,2.0,3
2012,1,0,0.0,2.0,3
2012,2,0,0.0,2.0,3
2012,2,0,0.0,2.0,3
2012,2,0,0.0,2.0,3
2012,2,0,0.0,2.0,3
2012,2,0,0.0,2.0,3
2012,2,0,0.0,2.0,1
2012,2,0,0.0,2.0,1
2012,3,0,0.0,2.0,3
2012,2,0,0.0,1.0,2
2012,1,1,2.0,2.0,1
2012,1,1,2.0,2.0,1
2012,1,0,0.0,2.0,3
2012,2,0,0.0,2.0,5
2012,2,1,1.0,2.0,3
2012,1,0,0.0,2.0,2
2012,2,0,0.0,2.0,1
2012,2,1,2.0,2.0,2
2012,2,0,0.0,2.0,3
2012,2,0,0.0,1.0,1
2012,1,1,1.0,1.0,1
2012,1,1,2.0,2.0,3
2012,2,0,0.0,2.0,1
2012,2,0,0.0,2.0,3
2012,2,0,0.0,2.0,1
2012,2,0,0.0,2.0,3
2012,2,1,2.0,2.0,3
2012,2,0,0.0,2.0,1
2012,1,1,1.0,2.0,1
2012,1,1,1.0,2.0,1
2012,1,1,1.0,2.0,1
2012,2,0,0.0,2.0,2
2012,2,0,0.0,2.0,5
2012,1,0,0.0,2.0,1
2012,1,0,0.0,2.0,3
2012,1,1,2.0,2.0,2
2012,2,0,0.0,2.0,4
2012,2,0,0.0,2.0,4
2012,1,0,0.0,2.0,4
2012,1,0,0.0,2.0,1
2012,2,1,2.0,2.0,3
2012,2,0,0.0,2.0,1
2012,2,0,0.0,2.0,1
2012,2,0,0.0,1.0,4
2012,3,0,0.0,2.0,3
2012,2,0,0.0,2.0,4
2012,2,0,0.0,2.0,1
2012,2,0,0.0,2.0,2
2012,1,0,0.0,2.0,3
2012,1,1,1.0,2.0,1
2012,2,0,0.0,1.0,1
2012,1,0,0.0,2.0,2
2012,1,0,0.0,2.0,1
2012,2,0,0.0,2.0,3
2012,2,0,0.0,2.0,5
2012,2,0,0.0,2.0,3
2012,2,0,0.0,2.0,4
2012,2,0,0.0,2.0,5
2012,1,1,1.0,2.0,2
2012,1,0,0.0,2.0,3
2012,1,0,0.0,2.0,1
2012,2,0,0.0,2.0,3
2012,2,0,0.0,2.0,1
2012,1,0,0.0,2.0,3
2012,1,0,0.0,2.0,1
2012,2,0,0.0,2.0,3
2012,3,0,0.0,2.0,3
2012,1,0,0.0,2.0,1
2012,1,0,0.0,2.0,1
2012,1,0,0.0,2.0,1
2012,2,1,2.0,2.0,3
2012,2,0,0.0,2.0,1
2012,1,1,1.0,1.0,1
2012,2,0,0.0,1.0,1
2012,2,0,0.0,2.0,2
2012,1,0,0.0,2.0,1
2012,2,0,0.0,2.0,3
2012,2,0,0.0,2.0,3
2012,1,1,1.0,2.0,3
2012,2,1,1.0,2.0,2
2012,1,1,1.0,2.0,3
2012,1,1,1.0,2.0,3
2012,2,0,0.0,2.0,2
2012,2,1,1.0,2.0,1
2012,2,1,1.0,2.0,1
2012,1,1,1.0,2.0,1
2012,1,0,0.0,2.0,2
2012,1,1,1.0,2.0,1
2012,1,1,2.0,2.0,1
2012,1,1,1.0,2.0,3
2012,1,0,0.0,2.0,3
2012,2,0,0.0,2.0,4
2012,2,0,0.0,2.0,1
2012,2,0,0.0,2.0,3
2012,2,0,0.0,2.0,3
2012,2,0,0.0,2.0,3
2012,1,1,2.0,2.0,4
2012,2,0,0.0,2.0,5
2012,3,0,0.0,2.0,5
2012,2,0,0.0,2.0,5
2012,2,0,0.0,1.0,1
2012,1,0,0.0,2.0,3
2012,2,0,0.0,2.0,3
2012,1,0,0.0,2.0,3
2012,1,1,2.0,1.0,1
2012,1,1,1.0,1.0,1
2012,2,0,0.0,1.0,4
2012,1,0,0.0,2.0,3
2012,2,1,1.0,2.0,4
2012,2,1,2.0,2.0,4
2012,3,0,0.0,2.0,3
2012,2,0,0.0,2.0,4
2012,1,0,0.0,2.0,3
2012,2,0,0.0,2.0,1
2012,1,0,0.0,2.0,3
2012,2,1,2.0,1.0,1
2012,2,1,2.0,1.0,1
2012,1,1,1.0,2.0,1
2012,2,0,0.0,2.0,3
2012,2,0,0.0,2.0,3
2012,2,0,0.0,2.0,1
2012,2,0,0.0,2.0,1
2012,2,1,1.0,2.0,1
2012,2,0,0.0,2.0,1
2012,2,0,0.0,2.0,2
2012,2,0,0.0,2.0,2
2012,2,0,0.0,2.0,2
2012,2,0,0.0,2.0,2
2012,1,0,0.0,2.0,3
2012,1,0,0.0,2.0,2
2012,1,0,0.0,2.0,4
2012,2,0,0.0,2.0,4
2012,1,1,2.0,2.0,3
2012,1,1,2.0,1.0,1
2012,2,0,0.0,2.0,1
2012,1,1,1.0,2.0,5
2012,2,0,0.0,2.0,1
2012,3,0,0.0,2.0,3
2012,2,1,2.0,2.0,3
2012,2,1,2.0,1.0,4
2012,2,0,0.0,2.0,1
2012,2,0,0.0,2.0,4
2012,2,1,1.0,2.0,1
2012,2,0,0.0,2.0,4
2012,1,1,2.0,2.0,3
2012,2,0,0.0,2.0,4
2012,2,1,2.0,2.0,2
2012,2,0,0.0,2.0,3
2012,2,1,2.0,2.0,3
2012,2,0,0.0,2.0,4
2012,2,0,0.0,2.0,4
2012,2,0,0.0,2.0,3
2012,2,0,0.0,2.0,4
2012,1,0,0.0,2.0,2
2012,2,0,0.0,2.0,3
2012,2,0,0.0,2.0,5
2012,3,0,0.0,2.0,3
2012,1,0,0.0,2.0,1
2012,1,0,0.0,2.0,5
2012,2,0,0.0,2.0,3
2012,2,0,0.0,2.0,3
2012,2,0,0.0,2.0,1
2012,2,0,0.0,2.0,3
2012,2,0,0.0,2.0,3
2012,1,0,0.0,1.0,3
2012,1,0,0.0,,4
2012,1,1,1.0,2.0,1
2012,2,0,0.0,2.0,3
2012,1,0,0.0,2.0,1
2012,2,0,0.0,2.0,1
2012,2,1,1.0,2.0,2
2012,1,1,2.0,2.0,2
2012,2,1,1.0,2.0,3
2012,1,1,1.0,2.0,3
2012,2,1,1.0,2.0,3
2012,2,1,1.0,2.0,3
2012,2,1,1.0,2.0,3
2012,2,0,0.0,2.0,1
2012,1,1,2.0,1.0,1
2012,1,0,0.0,1.0,5
2012,2,0,0.0,2.0,5
2012,2,1,1.0,2.0,1
2012,2,0,0.0,2.0,3
2012,2,0,0.0,2.0,4
2012,2,0,0.0,2.0,1
2012,2,0,0.0,2.0,3
2012,2,0,0.0,2.0,1
2012,2,1,2.0,1.0,1
2012,2,0,0.0,2.0,3
2012,3,0,0.0,2.0,3
2012,2,1,1.0,2.0,1
2012,2,1,1.0,2.0,1
2012,2,0,0.0,2.0,1
2012,2,1,1.0,2.0,1
2012,2,0,0.0,2.0,3
2012,2,0,0.0,2.0,1
2012,2,0,0.0,2.0,1
2012,1,1,2.0,2.0,1
2012,2,0,0.0,2.0,3
2012,1,0,0.0,2.0,1
2012,1,1,2.0,2.0,1
2012,2,1,1.0,2.0,1
2012,2,0,0.0,2.0,3
2012,2,0,0.0,2.0,3
2012,2,0,0.0,2.0,3
2012,2,0,0.0,2.0,1
2012,2,0,0.0,2.0,5
2012,2,0,0.0,2.0,3
2012,2,0,0.0,2.0,1
2012,2,0,0.0,2.0,2
2012,1,0,0.0,2.0,1
2012,2,0,0.0,2.0,1
2012,1,0,0.0,2.0,1
2012,2,0,0.0,2.0,3
2012,2,0,0.0,2.0,5
2012,2,1,2.0,1.0,1
2012,2,0,0.0,2.0,4
2012,1,0,0.0,2.0,1
2012,1,0,0.0,2.0,4
2012,1,0,0.0,2.0,3
2012,2,0,0.0,2.0,3
2012,2,0,0.0,1.0,3
2012,2,0,0.0,2.0,3
2012,2,0,0.0,2.0,1
2012,2,0,0.0,1.0,2
2012,2,0,0.0,2.0,4
2012,1,0,0.0,2.0,3
2012,1,0,0.0,2.0,3
2012,2,0,0.0,2.0,5
2012,2,0,0.0,2.0,5
2012,2,0,0.0,2.0,1
2012,2,0,0.0,2.0,1
2012,2,1,1.0,2.0,2
2012,2,0,0.0,2.0,3
2012,2,1,2.0,2.0,3
2012,1,0,0.0,2.0,3
2012,2,0,0.0,2.0,1
2012,2,0,0.0,2.0,1
2012,2,0,0.0,2.0,3
2012,2,0,0.0,2.0,1
2012,2,0,0.0,2.0,4
2012,2,0,0.0,2.0,4
2012,2,1,2.0,2.0,3
2012,2,0,0.0,2.0,5
2012,2,1,2.0,2.0,5
2012,1,1,1.0,2.0,1
2012,2,0,0.0,2.0,2
2012,2,0,0.0,2.0,1
2012,2,0,0.0,2.0,1
2012,1,1,2.0,2.0,5
2012,2,0,0.0,2.0,2
2012,2,0,0.0,2.0,2
2012,2,0,0.0,2.0,3
2012,1,0,0.0,2.0,3
2012,2,0,0.0,2.0,3
2012,1,0,0.0,2.0,2
2012,1,0,0.0,2.0,3
2012,1,1,1.0,2.0,3
2012,1,0,0.0,2.0,3
2012,2,1,1.0,2.0,5
2012,2,0,0.0,2.0,1
2012,2,0,0.0,2.0,3
2012,2,0,0.0,2.0,5
2012,1,0,0.0,2.0,1
2012,2,0,0.0,2.0,5
2012,2,0,0.0,2.0,3
2012,2,0,0.0,2.0,3
2012,2,0,0.0,2.0,3
2012,1,0,0.0,2.0,3
2012,1,1,2.0,1.0,3
2012,1,0,0.0,2.0,1
2012,2,1,1.0,2.0,4
2012,2,0,0.0,2.0,4
2012,2,1,2.0,2.0,3
2012,2,0,0.0,2.0,3
2012,2,0,0.0,2.0,3
2012,2,0,0.0,1.0,5
2012,1,0,0.0,2.0,3
2012,2,0,0.0,2.0,5
2012,2,0,0.0,2.0,5
2012,1,0,0.0,2.0,3
2012,2,0,0.0,2.0,4
2012,1,0,0.0,2.0,3
2012,1,1,1.0,2.0,3
2012,2,0,0.0,2.0,2
2012,1,0,0.0,2.0,4
2012,2,0,0.0,2.0,4
2012,1,0,0.0,2.0,3
2012,2,1,1.0,2.0,3
2012,1,0,0.0,1.0,1
2012,1,0,0.0,1.0,2
2012,2,0,0.0,1.0,3
2012,2,0,0.0,2.0,4
2012,2,1,2.0,2.0,1
2012,2,0,0.0,2.0,3
2012,2,0,0.0,2.0,3
2012,2,0,0.0,2.0,1
2012,2,0,0.0,2.0,3
2012,1,1,2.0,2.0,1
2012,2,0,0.0,2.0,1
2012,2,1,2.0,2.0,5
2012,2,0,0.0,2.0,2
2012,2,0,0.0,2.0,3
2012,2,1,1.0,2.0,1
2012,3,0,0.0,2.0,3
2012,1,1,1.0,2.0,1
2012,2,1,1.0,2.0,4
2012,1,1,2.0,2.0,2
2012,3,0,0.0,2.0,1
2012,1,1,2.0,2.0,1
2012,1,1,2.0,1.0,1
2012,1,1,1.0,1.0,1
2012,1,1,2.0,2.0,1
2012,2,0,0.0,2.0,3
2012,2,0,0.0,2.0,3
2012,2,0,0.0,2.0,3
