year,weight,gender,race1r,hispanic,ethnic1r,ager,marital2
2010,3398.6586899999998,2,1,2,1,4,1
2010,3493.45435,2,1,2,1,6,4
2010,3652.4525799999997,2,1,1,4,6,5
2010,2024.1036399999998,1,1,2,1,6,2
2010,2255.60434,2,1,2,1,6,2
2010,2255.4233600000002,2,1,2,1,7,2
2010,5353.891229999999,2,2,2,2,5,1
2010,3173.44472,1,1,2,1,4,1
2010,2251.1332199999997,1,1,2,1,7,1
2010,3904.24534,1,2,2,2,4,1
2010,2200.56267,1,1,2,1,4,1
2010,2491.68588,1,1,1,4,5,2
2010,5429.774920000001,2,2,2,2,6,1
2010,2664.9562100000003,2,2,1,4,4,1
2010,2664.9562100000003,2,2,1,4,4,1
2010,3731.6368700000003,1,1,2,1,7,5
2010,3576.0987200000004,2,1,1,4,6,2
2010,2187.82315,2,1,2,1,7,4
2010,2187.82315,2,1,2,1,7,4
2010,2798.78084,1,1,2,1,8,4
2010,4861.01069,2,2,2,2,3,1
2010,3494.3100700000005,1,1,2,1,7,5
2010,2961.78031,2,1,2,1,6,1
2010,3309.75156,1,2,2,2,5,1
2010,3348.88055,1,2,2,2,7,1
2010,5484.09735,1,1,2,1,4,1
2010,2852.1186,2,1,2,1,6,4
2010,27534.367439999998,2,1,2,1,4,4
2010,3441.7959299999998,2,1,2,1,4,4
2010,3441.7959299999998,2,1,2,1,4,4
2010,2909.1797100000003,2,1,2,1,6,2
2010,2909.1797100000003,2,1,2,1,6,2
2010,2909.1797100000003,2,1,2,1,6,2
2010,2692.6042399999997,2,1,2,1,7,2
2010,2692.6042399999997,2,1,2,1,7,2
2010,1703.30862,2,1,2,1,6,4
2011,3991.01587,2,3,2,3,3,1
2011,2711.9707,2,1,2,1,7,2
2011,3083.59055,1,3,1,4,2,1
2011,3439.29303,2,1,2,1,3,1
2011,4121.1374,1,1,1,4,1,1
2011,2990.3834899999997,2,1,1,4,5,2
2011,2688.14729,1,2,2,2,8,3
2011,20670.74926,1,1,2,1,6,2
2011,2710.7582399999997,2,3,1,4,5,2
2011,5020.84199,1,2,2,2,1,1
2011,1357.72319,2,2,2,2,8,4
2011,3904.3747299999995,2,1,2,1,3,1
2011,3619.11084,1,1,2,1,6,1
2011,6022.15484,1,1,2,1,5,1
2011,6022.15484,1,1,2,1,5,1
2011,6022.15484,1,1,2,1,5,1
2011,4514.36915,1,1,2,1,2,1
2011,3569.05652,2,3,2,3,6,5
2011,4597.4461200000005,2,1,2,1,2,1
2011,4597.4461200000005,2,1,2,1,2,1
2011,4597.4461200000005,2,1,2,1,2,1
2011,2968.56433,2,1,2,1,1,1
2011,1743.49955,2,2,2,2,8,3
2011,2645.70574,1,1,2,1,6,2
2011,5536.94491,1,1,2,1,3,1
2011,2588.34601,2,1,2,1,7,4
2011,1542.10994,2,3,2,3,5,4
2011,2107.9432899999997,1,3,2,3,1,1
2011,3158.5831,1,1,2,1,5,2
2011,31224.7546,1,1,2,1,5,4
2011,2560.09902,2,1,2,1,6,2
2011,4571.37495,1,2,2,2,5,1
2011,2830.82697,2,3,2,3,1,1
2011,2830.82697,2,3,2,3,1,1
2011,2830.82697,2,3,2,3,1,1
2011,2830.82697,2,3,2,3,1,1
2011,2830.82697,2,3,2,3,1,1
2011,2502.27197,2,2,2,2,7,2
2011,3286.8989,1,1,2,1,6,2
2011,3020.2804,1,1,2,1,2,1
2011,1421.7499699999998,1,3,2,3,8,3
2011,3035.18459,1,1,2,1,7,2
2011,2956.92925,2,1,2,1,1,1
2011,1647.63067,2,1,2,1,7,4
2011,3256.62094,1,1,2,1,7,2
2011,10033.1206,1,1,2,1,3,1
2011,3040.5498399999997,1,1,2,1,5,2
2011,2564.09438,2,3,2,3,6,2
2011,3167.37952,1,1,2,1,1,1
2011,6816.973609999999,1,2,2,2,2,1
2011,6816.973609999999,1,2,2,2,2,1
2011,6816.973609999999,1,2,2,2,2,1
2011,2814.7201600000003,2,3,2,3,7,5
2011,3444.98777,1,1,2,1,1,1
2011,3444.98777,1,1,2,1,1,1
2011,3444.98777,1,1,2,1,1,1
2011,3444.98777,1,1,2,1,1,1
2011,3444.98777,1,1,2,1,1,1
2011,3020.66824,1,1,2,1,6,2
2011,3020.66824,1,1,2,1,6,2
2011,3020.66824,1,1,2,1,6,2
2011,3020.66824,1,1,2,1,6,2
2011,3020.66824,1,1,2,1,6,2
2011,3020.66824,1,1,2,1,6,2
2011,1447.15524,1,1,2,1,6,1
2011,2654.9351899999997,1,1,1,4,4,1
2011,1891.29507,1,1,1,4,1,1
2011,2443.2586,2,1,1,4,6,5
2011,2630.80205,2,1,2,1,5,4
2011,2680.72123,1,1,1,4,5,2
2011,3136.63045,2,1,1,4,6,1
2011,2771.91903,2,1,2,1,7,4
2011,5264.50852,2,1,1,4,4,1
2011,1317.6816900000001,2,1,2,1,5,1
2011,1352.25464,2,2,2,2,5,1
2011,1486.96129,2,1,2,1,4,1
2011,13192.465,2,1,2,1,5,1
2011,1470.9705,1,1,1,4,5,2
2011,2154.57128,1,1,2,1,2,1
2011,2154.57128,1,1,2,1,2,1
2011,1666.3085,1,1,2,1,1,1
2011,1666.3085,1,1,2,1,1,1
2011,1723.14801,2,1,1,4,1,1
2011,3872.91929,1,3,2,3,4,1
2011,49819.8252,2,1,2,1,3,2
2011,1711.43222,1,1,1,4,5,2
2011,2708.76242,2,1,2,1,5,2
2011,1495.48133,2,1,1,4,6,2
2011,1495.48133,2,1,1,4,6,2
2011,3268.8029100000003,1,1,1,4,5,1
2011,3525.3423700000003,2,1,2,1,2,1
2011,4025.56504,1,3,2,3,4,1
2011,2941.3949199999997,1,1,2,1,5,1
2011,2941.3949199999997,1,1,2,1,5,1
2011,1303.4755400000001,1,1,2,1,7,2
2011,1303.4755400000001,1,1,2,1,7,2
2011,1110.5171699999999,2,1,2,1,5,1
2011,1724.2363100000002,1,1,2,1,4,1
2011,1837.7503199999999,1,1,2,1,2,1
2011,1513.79483,1,1,2,1,6,1
2011,1513.79483,1,1,2,1,6,1
2011,1513.79483,1,1,2,1,6,1
2011,1513.79483,1,1,2,1,6,1
2011,1228.71803,1,1,2,1,7,1
2011,2023.51105,1,2,2,2,5,2
2011,1412.28971,2,3,1,4,5,5
2011,1412.28971,2,3,1,4,5,5
2011,1412.28971,2,3,1,4,5,5
2011,1412.28971,2,3,1,4,5,5
2011,1412.28971,2,3,1,4,5,5
2011,1362.00485,1,3,2,3,4,1
2011,1362.00485,1,3,2,3,4,1
2011,1597.40246,2,2,2,2,4,2
2011,2271.38447,1,1,2,1,4,1
2011,57997.0763,1,1,2,1,3,1
2011,4439.921920000001,1,1,1,4,5,1
2011,1908.2661600000001,1,1,1,4,6,2
2011,4482.82031,2,2,2,2,5,1
2011,4482.82031,2,2,2,2,5,1
2011,29226.4778,1,1,2,1,4,1
2011,5030.610479999999,1,1,2,1,3,1
2011,3394.2428200000004,1,1,2,1,5,1
2011,3962.3527799999997,2,3,2,3,7,1
2011,4894.76134,1,1,1,4,5,1
2011,3995.6270799999998,1,1,1,4,4,1
2011,2801.14457,1,1,2,1,8,2
2011,1974.35764,2,2,2,2,6,88
2011,1673.93946,2,1,2,1,3,1
2011,2300.28685,1,1,2,1,6,1
2011,1723.5436,1,1,2,1,4,1
2011,1409.78747,2,1,2,1,6,88
2011,1409.78747,2,1,2,1,6,88
2011,1668.40068,2,1,2,1,3,2
2011,1668.40068,2,1,2,1,3,2
2011,1668.40068,2,1,2,1,3,2
2011,13934.093669999998,1,1,2,1,5,2
2011,1409.95406,1,1,2,1,7,2
2011,1403.9715,1,1,2,1,7,1
2011,1403.9715,1,1,2,1,7,1
2011,1146.9965,1,1,2,1,6,4
2011,2469.6113800000003,1,2,2,2,1,1
2011,1198.85942,2,2,2,2,6,5
2011,1772.09392,1,1,1,4,5,2
2011,1796.0616300000002,1,1,2,1,4,1
2011,2806.8526899999997,2,1,2,1,6,1
2011,2715.2171,2,1,2,1,6,5
2011,2563.5724800000003,1,1,2,1,7,2
2011,5595.68865,1,1,2,1,6,5
2011,6583.1133899999995,1,2,2,2,4,1
2011,4315.38955,2,1,2,1,6,2
2011,4315.38955,2,1,2,1,6,2
2011,6213.4569200000005,1,1,2,1,5,2
2011,5894.1812,2,1,2,1,4,1
2011,6927.7118900000005,1,1,2,1,5,2
2011,3889.8662799999997,2,1,2,1,7,2
2011,6472.05085,1,3,2,3,5,1
2011,8249.62032,1,1,2,1,4,1
2011,5209.51416,2,1,2,1,6,5
2011,6270.96075,2,1,2,1,3,1
2011,4689.99683,1,1,2,1,8,1
2011,5559.45581,1,1,2,1,5,1
2011,5559.45581,1,1,2,1,5,1
2011,3761.98629,1,2,2,2,6,2
2011,5879.741870000001,1,1,2,1,6,5
2011,5879.741870000001,1,1,2,1,6,5
2011,5735.1667,1,1,2,1,6,2
2011,6023.3147,1,1,2,1,5,1
2011,4783.911520000001,2,1,2,1,8,2
2011,10422.741,1,1,2,1,3,1
2011,8406.81288,1,2,2,2,1,1
2011,5464.69385,2,1,2,1,6,5
2011,9877.51701,2,2,2,2,7,5
2011,4392.94014,2,3,2,3,5,1
2011,8447.14985,2,1,2,1,4,1
2011,18644.42556,2,2,2,2,1,1
2011,3534.68534,1,1,2,1,6,2
2011,3346.55366,2,1,1,4,2,1
2011,1668.53721,1,1,1,4,6,1
2011,14835.8333,2,1,2,1,6,4
2011,3917.3358700000003,2,1,2,1,1,1
2011,1952.1864100000003,1,1,1,4,4,1
2011,2818.48385,2,1,2,1,5,1
2011,2652.2293,1,1,2,1,7,5
2011,3606.2757100000003,2,1,1,4,4,1
2011,2165.4383199999997,1,1,2,1,4,1
2011,2720.62516,2,2,2,2,3,1
2011,1469.73574,1,1,2,1,6,2
2011,1454.8242400000001,1,1,2,1,6,4
2011,1901.2270600000002,2,1,2,1,4,1
2011,1844.8178100000002,2,1,2,1,4,1
2011,1713.6664600000001,2,1,2,1,6,1
2011,2098.09022,1,1,1,4,3,1
2011,2098.09022,1,1,1,4,3,1
2011,2098.09022,1,1,1,4,3,1
2011,1478.60205,1,1,1,4,6,4
2011,1478.60205,1,1,1,4,6,4
2011,1478.60205,1,1,1,4,6,4
2011,1363.42852,2,1,1,4,5,2
2011,2783.77722,1,1,2,1,6,1
2011,1699.08647,2,1,1,4,4,1
2011,2131.85816,1,1,2,1,2,1
2011,2885.27597,1,1,2,1,5,2
2011,23668.42278,1,1,2,1,5,2
2011,3059.31724,1,1,2,1,6,1
2011,4122.91585,2,1,2,1,3,1
2011,3442.2237600000003,1,1,1,4,2,1
2011,2702.77243,1,1,1,4,6,1
2011,1732.4000199999998,2,2,2,2,5,4
2011,1732.4000199999998,2,2,2,2,5,4
2011,1732.4000199999998,2,2,2,2,5,4
2011,1732.4000199999998,2,2,2,2,5,4
2011,1732.4000199999998,2,2,2,2,5,4
2011,2636.08144,1,1,1,4,7,2
2011,2067.46922,2,1,2,1,3,5
2011,3366.6543100000004,1,2,2,2,7,4
2011,5764.309560000001,1,1,2,1,3,1
2011,2394.83349,1,1,2,1,7,2
2011,1499.7473400000001,1,1,2,1,7,2
2011,4397.50526,1,1,2,1,3,1
2011,4181.95839,1,1,2,1,2,1
2011,1240.8415300000001,2,1,2,1,6,2
2011,1240.8415300000001,2,1,2,1,6,2
2011,1484.79727,1,1,2,1,6,4
2011,16963.814,2,1,1,4,5,5
2011,1476.80155,1,1,2,1,7,2
2011,1476.80155,1,1,2,1,7,2
2011,1476.80155,1,1,2,1,7,2
2011,1476.80155,1,1,2,1,7,2
2011,1476.80155,1,1,2,1,7,2
2011,1231.66176,2,1,2,1,7,5
2011,1759.3731300000002,1,1,2,1,2,1
2011,1715.5657899999999,1,2,2,2,7,4
2011,1773.7536,2,3,2,3,3,1
2011,2618.03467,2,1,2,1,6,4
2011,2618.03467,2,1,2,1,6,4
2011,2831.42749,2,1,2,1,5,5
2011,3656.10434,1,3,2,3,5,1
2011,5659.25459,1,1,2,1,3,1
2011,2410.3883600000004,1,1,2,1,7,2
2011,3659.9603700000002,1,1,2,1,1,1
2011,8447.14985,2,1,2,1,4,1
2011,9974.60497,2,2,2,2,2,1
2011,5474.30065,1,1,2,1,7,2
2011,5290.03401,2,1,2,1,7,2
2011,5277.19313,2,1,2,1,6,4
2011,5277.19313,2,1,2,1,6,4
2011,5277.19313,2,1,2,1,6,4
2011,4527.05163,1,1,2,1,7,2
2011,6613.37885,2,1,2,1,1,1
2011,9988.66425,2,2,2,2,4,1
2011,5248.515670000001,2,1,2,1,6,4
2011,5985.85281,1,1,2,1,6,1
2011,3801.49869,1,1,2,1,5,2
2011,4545.87928,1,1,2,1,3,1
2011,16259.3244,2,1,2,1,7,4
2011,5521.0013,1,1,2,1,7,2
2011,2998.6721199999997,2,1,2,1,5,1
2011,2862.23817,2,1,2,1,8,3
2011,3687.7003700000005,1,2,2,2,8,5
2011,6542.49204,1,1,1,4,2,1
2011,6542.49204,1,1,1,4,2,1
2011,6542.49204,1,1,1,4,2,1
2011,2746.03713,2,1,2,1,7,3
2011,2818.37693,1,1,1,4,7,4
2011,2818.37693,1,1,1,4,7,4
2011,5465.62456,1,1,2,1,4,1
2011,3102.75499,2,2,2,2,8,5
2011,26807.4142,2,1,2,1,8,2
2011,2649.9832699999997,2,1,2,1,7,1
2011,2649.9832699999997,2,1,2,1,7,1
2011,2350.33515,2,1,2,1,8,3
2011,5542.67997,1,1,2,1,4,1
2011,2391.65428,1,1,1,4,6,2
2011,3387.8148100000003,2,1,2,1,8,4
2011,3192.5271,1,1,2,1,7,4
2011,2370.1377,1,1,2,1,8,2
2011,2527.2725100000002,1,1,2,1,4,1
2011,1201.3977,2,1,2,1,6,5
2011,1201.3977,2,1,2,1,6,5
2011,1689.2420000000002,2,2,2,2,5,2
2011,1678.9919899999998,1,1,2,1,6,2
2011,6464.94209,2,3,2,3,5,4
2011,3448.39909,1,1,2,1,3,1
2011,1177.79315,2,1,2,1,7,1
2011,2806.50382,2,1,2,1,5,5
2011,90692.6705,1,1,1,4,3,1
2011,1840.62697,1,1,2,1,5,1
2011,2378.1584,2,1,2,1,7,2
2011,1293.20147,2,1,2,1,6,1
2011,2922.3957100000002,1,1,2,1,4,2
2011,1890.39378,2,1,2,1,2,1
2011,1890.39378,2,1,2,1,2,1
2011,1759.55939,2,2,2,2,6,2
2011,1759.55939,2,2,2,2,6,2
2011,3393.62836,1,3,2,3,5,2
2011,4479.55165,1,1,2,1,3,1
2011,2725.99622,2,1,2,1,6,5
2011,2452.29035,1,1,2,1,7,1
2011,2626.66701,2,3,2,3,5,1
2011,2535.9291399999997,1,1,2,1,7,1
2011,2683.5493,2,1,1,4,5,1
2011,2815.36345,2,1,2,1,7,4
2011,3631.6052,2,1,1,4,3,1
2011,4263.03297,1,1,1,4,3,1
2011,2834.64523,2,1,2,1,5,1
2011,2116.87288,1,1,2,1,4,1
2011,1963.6369399999999,1,1,1,4,6,2
2011,1517.9628400000001,1,1,2,1,5,2
2011,1569.0014800000001,2,1,2,1,5,2
2011,2891.42289,1,1,2,1,3,1
2011,2891.42289,1,1,2,1,3,1
2011,1886.5141,2,1,1,4,3,1
2011,1445.42177,2,1,2,1,7,2
2011,20368.5401,1,1,1,4,1,1
2011,15016.4825,1,1,2,1,7,4
2011,1927.10502,1,1,2,1,1,1
2011,1554.84132,2,1,1,4,6,4
2011,1251.62085,2,1,2,1,6,4
2011,1643.40055,2,1,2,1,2,1
2011,2177.78267,2,1,1,4,2,1
2011,1875.1481600000002,1,1,2,1,4,1
2011,1250.67966,2,3,2,3,6,2
2011,2496.20462,2,1,2,1,8,3
2011,3210.26215,1,2,2,2,6,1
2011,4442.86844,1,1,1,4,1,1
2011,2605.65082,2,1,2,1,7,1
2011,6485.372170000001,2,2,2,2,7,1
2011,2755.25263,2,1,1,4,6,1
2011,6154.92132,1,1,2,1,6,4
2011,3690.5982299999996,1,1,2,1,3,1
2011,1205.38591,2,1,2,1,8,3
2011,2127.0556899999997,1,1,2,1,4,1
2011,1670.61228,1,1,2,1,7,5
2011,3344.0147,1,1,2,1,6,2
2011,1659.42976,2,2,2,2,7,2
2011,16915.4824,2,1,2,1,5,1
2011,2988.62993,2,1,2,1,5,2
2011,2055.8625399999996,1,1,2,1,1,1
2011,1121.53664,2,1,2,1,7,2
2011,6919.11003,1,1,2,1,2,1
2011,1381.15365,1,1,2,1,6,4
2011,1785.4242100000001,2,1,1,4,2,1
2011,6582.8498,1,2,2,2,3,1
2011,2807.63839,2,1,2,1,6,4
2011,4601.236129999999,2,1,1,4,2,1
2011,3376.4954,1,1,1,4,1,1
2011,2603.1533,2,1,2,1,6,1
2011,3118.2229,2,1,1,4,5,2
2011,3466.00224,2,1,2,1,5,2
2011,4934.90307,1,1,2,1,5,1
2011,2827.55857,2,1,2,1,6,4
2011,2827.55857,2,1,2,1,6,4
2011,2827.55857,2,1,2,1,6,4
2011,2827.55857,2,1,2,1,6,4
2011,2827.55857,2,1,2,1,6,4
2011,6450.93585,2,1,2,1,6,4
2011,4976.60975,2,2,2,2,5,1
2011,2906.03198,1,1,2,1,7,1
2011,12306.64093,2,1,2,1,4,1
2011,2961.0973,2,1,2,1,6,2
2011,3627.83598,2,1,2,1,3,1
2011,4206.53192,1,1,2,1,3,1
2011,5029.64212,2,1,2,1,4,1
2011,2622.83805,2,1,2,1,8,2
2011,4684.08404,2,3,2,3,5,2
2011,5619.37322,2,1,2,1,6,2
2011,34357.2836,1,1,2,1,5,1
2011,4994.21501,2,1,1,4,6,1
2011,2941.4933300000002,2,1,2,1,6,4
2011,2941.4933300000002,2,1,2,1,6,4
2011,5982.50259,2,1,1,4,6,4
2011,3210.69802,1,1,2,1,1,1
2011,6221.9830600000005,1,1,2,1,2,1
2011,3242.78518,1,1,2,1,6,2
2011,3241.8957800000003,1,1,2,1,6,1
2011,2842.8414399999997,1,1,1,4,6,4
2011,3458.4239399999997,2,1,2,1,5,1
2011,28275.5857,2,1,2,1,6,4
2011,2344.95628,2,1,2,1,7,3
2011,3983.9652100000003,1,1,2,1,4,1
2011,3414.5096299999996,1,1,1,4,2,1
2011,1628.91986,2,1,2,1,7,2
2011,1571.65983,1,1,1,4,6,1
2011,1780.32525,2,1,1,4,3,1
2011,1482.19037,2,3,2,3,6,5
2011,8142.7917,2,1,2,1,5,5
2011,1796.1271199999999,2,1,1,4,4,1
2011,1460.53522,2,1,2,1,4,1
2011,1508.97165,1,1,2,1,7,4
2011,1313.97625,1,1,2,1,7,1
2011,2189.86871,2,1,1,4,3,1
2011,5081.0607,2,1,2,1,6,4
2011,5081.0607,2,1,2,1,6,4
2011,3662.6284200000005,1,1,2,1,1,1
2011,3481.5991700000004,1,1,2,1,2,1
2011,3839.1196200000004,2,1,2,1,4,1
2011,3959.84499,1,1,2,1,1,1
2011,3959.84499,1,1,2,1,1,1
2011,3015.2337199999997,1,1,1,4,7,2
2011,3421.35312,2,1,2,1,3,1
2011,4066.0620200000003,2,1,2,1,4,1
2011,2980.98622,2,1,2,1,4,2
2011,2980.98622,2,1,2,1,4,2
2011,2965.9398,2,2,2,2,4,1
2011,2965.9398,2,2,2,2,4,1
2011,2965.9398,2,2,2,2,4,1
2011,2359.08092,2,1,2,1,8,3
2011,3239.19333,2,1,1,4,1,1
2011,7150.0128700000005,2,3,2,3,5,1
2011,3748.1238,2,1,1,4,5,2
2011,1400.23472,2,1,1,4,7,4
2011,8779.839179999999,1,1,2,1,6,4
2011,4190.43454,1,3,1,4,5,1
2011,3015.00197,1,1,2,1,5,1
2011,1447.26738,1,1,2,1,6,2
2011,1683.13173,2,1,2,1,4,1
2011,2909.9106100000004,2,1,2,1,5,1
2011,2909.9106100000004,2,1,2,1,5,1
2011,1889.8460899999998,2,2,2,2,5,4
2011,6266.74533,1,1,2,1,3,1
2011,2857.7245399999997,1,2,2,2,1,1
2011,1559.62803,1,1,2,1,7,2
2011,3051.86715,2,1,2,1,7,1
2011,3757.9094600000003,2,3,2,3,4,1
2011,2598.94871,2,3,2,3,3,2
2011,4418.20229,1,3,2,3,3,1
2011,2904.30032,1,1,2,1,1,1
2011,2904.30032,1,1,2,1,1,1
2011,2904.30032,1,1,2,1,1,1
2011,4182.08936,1,2,2,2,1,1
2011,5032.7646700000005,1,1,1,4,4,1
2011,3300.7645,1,1,1,4,2,1
2011,2906.78195,1,1,2,1,5,2
2011,12863.155,1,1,1,4,6,2
2011,1357.5768699999999,1,1,1,4,7,4
2011,1593.38293,1,1,1,4,1,1
2011,2201.12007,2,1,1,4,2,1
2011,2201.12007,2,1,1,4,2,1
2011,1947.5811800000001,1,1,2,1,6,1
2011,1315.44284,2,3,2,3,5,1
2011,1315.44284,2,3,2,3,5,1
2011,1753.74532,1,1,2,1,1,1
2011,1377.78016,2,3,2,3,7,1
2011,1857.3432899999998,1,1,2,1,4,1
2011,1857.3432899999998,1,1,2,1,4,1
2011,1857.3432899999998,1,1,2,1,4,1
2011,1393.84646,1,1,2,1,1,1
2011,1851.62208,1,1,2,1,2,1
2011,1977.4415800000002,2,1,2,1,2,1
2011,2495.13658,2,1,2,1,6,2
2011,2564.08523,2,1,2,1,7,4
2011,2564.08523,2,1,2,1,7,4
2011,5592.086139999999,2,2,1,4,5,5
2011,2611.45751,1,1,2,1,7,1
2011,2611.45751,1,1,2,1,7,1
2011,2928.16524,1,1,2,1,5,2
2011,2928.26495,1,1,2,1,5,2
2011,2398.0329100000004,2,1,2,1,5,2
2011,2871.32841,2,1,2,1,2,1
2011,2871.32841,2,1,2,1,2,1
2011,3887.93254,1,1,2,1,5,2
2011,3887.93254,1,1,2,1,5,2
2011,3467.90903,1,2,2,2,7,4
2011,2250.35405,1,1,2,1,8,2
2011,2778.38323,1,1,2,1,7,4
2011,3312.17612,1,2,2,2,2,1
2011,2668.41288,1,1,2,1,3,1
2011,1521.7581,1,1,2,1,6,88
2011,1631.01339,2,2,2,2,7,5
2011,6991.5606099999995,1,1,1,4,5,2
2011,4438.619360000001,1,2,2,2,6,2
2011,6294.73379,2,2,2,2,7,1
2011,10371.67537,1,2,2,2,4,1
2011,4678.565479999999,1,1,2,1,5,1
2011,5553.705129999999,2,1,2,1,6,4
2011,2708.31204,1,1,2,1,7,1
2011,2444.55046,1,1,2,1,8,4
2011,5818.07577,1,1,1,4,4,1
2011,5818.07577,1,1,1,4,4,1
2011,5818.07577,1,1,1,4,4,1
2011,2291.2776,2,1,2,1,5,4
2011,2165.0340100000003,2,2,2,2,4,1
2011,2018.71008,2,1,1,4,1,1
2011,1993.7948,1,1,2,1,2,1
2011,1993.7948,1,1,2,1,2,1
2011,1440.2446400000001,1,1,2,1,5,1
2011,1500.11065,1,1,2,1,5,2
2011,1803.7507899999998,2,1,2,1,4,1
2011,1917.18824,2,1,2,1,4,1
2011,1766.5870000000002,1,3,2,3,6,4
2011,1461.01225,2,1,2,1,5,1
2011,1903.2770600000001,1,1,2,1,2,1
2011,1409.9452,1,1,2,1,6,2
2011,1171.6376599999999,1,1,2,1,7,1
2011,1188.9193400000001,1,2,2,2,7,5
2011,1384.8470300000001,2,1,2,1,7,4
2011,2488.13925,2,2,2,2,4,1
2011,5628.67279,1,1,2,1,4,1
2011,2702.65355,2,1,2,1,6,4
2011,2303.49212,2,1,2,1,8,3
2011,3182.1120300000002,2,1,2,1,5,1
2011,3182.1120300000002,2,1,2,1,5,1
2011,35059.8117,1,1,2,1,1,1
2011,5215.64963,2,3,2,3,7,4
2011,5570.80626,1,1,1,4,6,2
2011,6660.67498,2,1,2,1,2,1
2011,7881.0689,2,3,2,3,3,1
2011,5483.4526399999995,2,1,2,1,5,2
2011,4569.46206,1,1,2,1,8,1
2011,6712.461990000001,1,1,2,1,2,1
2011,2291.2776,2,1,2,1,5,4
2011,3870.2146799999996,1,1,2,1,4,1
2011,3870.2146799999996,1,1,2,1,4,1
2011,3870.2146799999996,1,1,2,1,4,1
2011,2486.4203199999997,2,1,2,1,6,2
2011,3590.2936600000003,1,1,2,1,2,1
2011,3574.4475899999998,1,1,2,1,5,2
2011,3825.29254,1,1,2,1,4,1
2011,2672.41414,1,1,2,1,7,2
2011,3150.9058600000003,1,1,2,1,8,4
2011,2812.8982899999996,1,1,2,1,7,4
2011,2549.0413399999998,1,1,2,1,6,1
2011,3565.2337899999998,1,3,2,3,5,2
2011,3565.2337899999998,1,3,2,3,5,2
2011,1093.85966,2,1,2,1,6,4
2011,1269.74753,2,1,2,1,8,4
2011,1692.08688,1,1,2,1,5,1
2011,1614.9224800000002,1,1,2,1,6,2
2011,24174.3883,1,1,2,1,3,1
2011,24174.3883,1,1,2,1,3,1
2011,1276.65326,2,1,2,1,6,1
2011,1087.49656,1,1,2,1,8,2
2011,1368.6381199999998,2,1,2,1,5,2
2011,2618.26709,1,1,2,1,4,1
2011,2618.26709,1,1,2,1,4,1
2011,1382.95276,2,3,2,3,6,1
2011,1867.39735,1,1,1,4,4,1
2011,1867.39735,1,1,1,4,4,1
2011,1867.39735,1,1,1,4,4,1
2011,2758.46855,2,1,2,1,5,1
2011,2749.9334,2,1,2,1,6,2
2011,2232.62804,1,1,2,1,7,2
2011,2528.03758,2,1,2,1,7,2
2011,3430.3594399999997,1,1,2,1,5,1
2011,34611.93606,1,1,2,1,5,2
2011,2887.9754199999998,1,1,2,1,7,4
2011,3466.00089,2,1,2,1,7,4
2011,3685.14644,1,1,2,1,5,1
2011,4870.76004,2,1,2,1,7,1
2011,3062.55288,1,3,2,3,3,1
2011,3062.55288,1,3,2,3,3,1
2011,5700.54368,1,1,2,1,5,5
2011,6087.25099,2,1,2,1,2,1
2011,6087.25099,2,1,2,1,2,1
2011,7070.60038,2,1,2,1,2,1
2011,6188.17892,2,2,2,2,6,5
2011,6614.10195,2,1,2,1,5,4
2011,6361.7829600000005,2,1,2,1,5,1
2011,6361.7829600000005,2,1,2,1,5,1
2011,6757.127809999999,2,3,2,3,7,4
2011,4625.681860000001,2,1,2,1,6,2
2011,5325.49169,2,1,2,1,6,2
2011,5325.49169,2,1,2,1,6,2
2011,6796.55081,1,1,2,1,4,1
2011,6796.55081,1,1,2,1,4,1
2011,7048.59135,1,1,2,1,4,1
2011,3565.2337899999998,1,3,2,3,5,2
2011,2910.65756,2,1,2,1,6,5
2011,2910.65756,2,1,2,1,6,5
2011,2910.65756,2,1,2,1,6,5
2011,3824.12246,2,1,2,1,5,1
2011,1926.78728,1,1,2,1,2,1
2011,4186.78344,2,2,2,2,3,1
2011,3837.83365,1,1,2,1,5,1
2011,4099.66969,1,1,2,1,1,1
2011,3608.27491,2,1,2,1,1,1
2011,3005.49876,1,2,2,2,6,2
2011,3005.49876,1,2,2,2,6,2
2011,2956.67641,2,3,1,4,4,2
2011,3624.26968,2,2,2,2,4,1
2011,3664.20853,2,1,2,1,3,1
2011,2603.52606,1,3,2,3,7,1
2011,1606.00382,1,1,2,1,5,2
2011,1606.00382,1,1,2,1,5,2
2011,1329.55486,2,1,2,1,7,2
2011,10003.95096,1,1,2,1,6,2
2011,5579.7200299999995,1,2,2,2,5,1
2011,3733.68129,1,1,2,1,4,1
2011,5349.329720000001,2,2,2,2,4,1
2011,23448.6987,2,1,2,1,3,1
2011,6061.46958,1,1,2,1,6,2
2011,5990.76883,2,3,2,3,2,1
2011,6403.40579,1,3,2,3,4,1
2011,2919.54284,1,1,2,1,8,2
2011,3461.5744799999998,1,1,2,1,6,2
2011,3461.5744799999998,1,1,2,1,6,2
2011,3365.9931899999997,1,1,2,1,7,4
2011,3365.9931899999997,1,1,2,1,7,4
2011,7022.838409999999,2,1,2,1,5,4
2011,7022.838409999999,2,1,2,1,5,4
2011,8187.625140000001,2,1,2,1,2,1
2011,5191.32091,2,1,2,1,8,3
2011,8376.212870000001,2,3,2,3,1,1
2011,7868.273990000001,1,1,2,1,4,5
